Year,Month,Day,Time(hhmmss.mm)UTC,Latitude,Longitude,Magnitude,Depth,Catalog
  2005,01,22,225529.69, 23.315, 121.733,4.0, 35,PDE  
  2005,01,24,014053.91, 24.097, 122.558,3.9, 15,PDE  
  2005,01,24,144331.76, 24.646, 122.089,4.3, 10,PDE  
  2005,01,27,123132.74, 24.131, 121.738,4.5, 49,PDE  
  2005,02,01,015950.70, 24.294, 121.782,5.0, 38,PDE  
  2005,02,01,045639   , 24.520, 121.730,4.4, 74,PDE  
  2005,02,01,161510.60, 24.300, 121.760,4.4,  9,PDE  
  2005,02,02,235306.71, 24.260, 121.677,4.3, 10,PDE  
  2005,02,05,110055.92, 24.281, 121.790,4.7, 35,PDE  
  2005,02,10,122129.69, 25.040, 122.188,4.5, 20,PDE  
  2005,02,11,225617.80, 23.860, 121.699,4.2, 13,PDE  
  2005,02,12,143824.65, 24.074, 121.825,3.7, 48,PDE  
  2005,02,18,211928.23, 23.323, 121.809,4.2, 22,PDE  
  2005,02,18,220900.90, 23.342, 121.923,4.2, 24,PDE  
  2005,02,22,063310.60, 24.830, 121.820,3.9, 84,PDE  
  2005,02,22,115746.09, 25.104, 123.024,4.0,130,PDE  
  2005,02,27,195415.54, 23.459, 121.949,4.2, 13,PDE  
  2005,02,28,004508.62, 23.602, 121.767,4.0, 10,PDE  
  2005,02,28,081211.78, 24.657, 122.806,4.5, 79,PDE  
  2005,03,05,190651.46, 24.637, 121.935,5.7,  3,PDE  
  2005,03,05,190801.67, 24.722, 121.918,5.7, 10,PDE  
  2005,03,05,191626.96, 24.597, 121.762,4.7, 10,PDE  
  2005,03,05,192755.72, 24.697, 121.825,4.5, 10,PDE  
  2005,03,05,195455.88, 24.724, 122.240,4.4, 10,PDE  
  2005,03,05,210613.71, 24.636, 121.777,3.8, 10,PDE  
  2005,03,06,030228.75, 24.770, 122.007,4.1, 10,PDE  
  2005,03,07,192625.36, 24.617, 121.867,4.4,  2,PDE  
  2005,03,08,003140.47, 25.094, 122.511,3.8,150,PDE  
  2005,03,09,084604.42, 25.143, 122.190,3.8,169,PDE  
  2005,03,11,191035.80, 24.056, 122.210,4.7, 37,PDE  
  2005,03,12,234226.59, 24.152, 121.888,4.3, 10,PDE  
  2005,03,19,232622.67, 24.364, 122.451,4.8, 10,PDE  
  2005,03,28,123402.72, 24.115, 122.706,   , 38,PDE  
  2005,04,05,135837.50, 23.951, 121.699,   ,  6,PDE  
  2005,04,08,200245.30, 24.561, 123.191,   , 70,PDE  
  2005,04,11,012720.89, 23.935, 122.618,4.7, 36,PDE  
  2005,04,11,133818.88, 22.883, 121.711,4.0, 38,PDE  
  2005,04,12,184229.65, 23.564, 122.296,4.7,  7,PDE  
  2005,04,14,174725.92, 24.764, 121.878,   , 14,PDE  
  2005,04,19,232207.17, 23.539, 122.249,4.1, 10,PDE  
  2005,04,26,171443.93, 24.432, 122.473,3.7, 35,PDE  
  2005,04,30,051913.53, 23.946, 121.684,4.2,  6,PDE  
  2005,04,30,145920.40, 23.994, 121.755,4.6, 18,PDE  
  2005,04,30,150737.52, 24.006, 121.721,4.4, 11,PDE  
  2005,04,30,174310.64, 24.000, 121.740,4.4, 10,PDE  
  2005,04,30,193011.36, 24.058, 121.773,4.3, 10,PDE  
  2005,05,01,124543.97, 24.900, 122.580,   , 10,PDE  
  2005,05,01,210756.98, 24.357, 121.802,4.3, 20,PDE  
  2005,05,02,190854.92, 24.097, 121.754,4.2, 10,PDE  
  2005,05,03,015705.07, 25.246, 122.255,3.6,195,PDE  
  2005,05,04,004049.99, 23.985, 121.681,4.5, 10,PDE  
  2005,05,04,080528.69, 24.297, 126.644,4.5,  1,PDE  
  2005,05,04,183932.77, 23.919, 121.812,4.0, 10,PDE  
  2005,05,05,085856.45, 24.983, 126.828,4.3, 35,PDE  
  2005,05,09,111549.48, 23.696, 122.841,   , 10,PDE  
  2005,05,09,200443.07, 23.938, 121.723,4.3,  8,PDE  
  2005,05,12,151055.51, 23.327, 122.177,4.3, 10,PDE  
  2005,05,13,000419.20, 24.012, 121.753,4.4,  8,PDE  
  2005,05,13,020349.89, 24.033, 121.683,4.0, 10,PDE  
  2005,05,14,163918.64, 24.037, 122.220,4.3, 49,PDE  
  2005,05,16,013441.93, 24.153, 122.401,4.1, 10,PDE  
  2005,05,16,072319.83, 24.089, 122.396,4.3, 22,PDE  
  2005,05,17,180633.20, 24.905, 121.916,4.3,126,PDE  
  2005,05,18,043102.65, 23.821, 121.938,4.3, 10,PDE  
  2005,05,23,022920.23, 24.812, 123.338,4.4, 97,PDE  
  2005,05,26,183347.65, 24.084, 123.634,4.1, 40,PDE  
  2005,05,29,221723.59, 23.263, 121.744,4.5, 56,PDE  
  2005,06,01,162004.89, 24.716, 122.064,5.4, 60,PDE  
  2005,06,04,060747.41, 24.054, 122.646,4.2, 44,PDE  
  2005,06,05,003344.56, 24.072, 121.748,4.1,  5,PDE  
  2005,06,06,170950.99, 24.599, 121.820,3.8, 84,PDE  
  2005,06,07,164504.30, 23.962, 121.878,5.0,  2,PDE  
  2005,06,07,194833.22, 23.884, 121.843,3.8,  5,PDE  
  2005,06,10,013246.90, 24.031, 121.824,4.8,  8,PDE  
  2005,06,10,094436.25, 23.971, 121.715,4.7,  9,PDE  
  2005,06,10,214003.44, 24.038, 123.482,4.1, 56,PDE  
  2005,06,13,155259.10, 23.892, 121.719,4.1, 22,PDE  
  2005,06,15,200818.34, 23.997, 121.683,4.6, 10,PDE  
  2005,06,15,204503.55, 24.985, 122.429,3.9,146,PDE  
  2005,06,16,062710.05, 23.937, 121.735,4.0, 10,PDE  
  2005,06,22,094313.98, 23.637, 126.438,4.1, 35,PDE  
  2005,06,25,195027.56, 24.107, 122.580,4.8, 43,PDE  
  2005,07,09,094417.45, 23.239, 121.893,4.1, 55,PDE  
  2005,07,16,000050.21, 23.256, 122.277,4.8, 35,PDE  
  2005,07,18,094406.83, 24.035, 121.709,4.0,  7,PDE  
  2005,07,18,155348.23, 24.725, 121.976,4.4, 68,PDE  
  2005,07,19,063525.85, 24.643, 122.396,4.7, 74,PDE  
  2005,07,20,130602.86, 24.724, 122.343,5.2, 12,PDE  
  2005,07,22,171805.72, 24.301, 122.207,   , 60,PDE  
  2005,07,29,063040.55, 24.058, 122.663,4.6, 35,PDE  
  2005,07,31,024550.99, 24.092, 121.692,4.2, 35,PDE  
  2005,08,07,183908.36, 24.176, 121.753,3.9, 63,PDE  
  2005,08,10,040746.96, 24.622, 122.220,4.8, 14,PDE  
  2005,08,13,201850.64, 24.037, 126.649,4.8, 10,PDE  
  2005,08,16,084419.66, 24.270, 125.182,4.5, 38,PDE  
  2005,08,16,141131.86, 24.731, 121.869,4.1, 16,PDE  
  2005,08,16,141412.59, 24.742, 121.856,4.3, 15,PDE  
  2005,08,22,000500.05, 24.517, 122.277,4.1, 66,PDE  
  2005,08,22,125926.91, 24.001, 122.311,4.3, 35,PDE  
  2005,08,23,185908.50, 24.809, 122.308,4.2,101,PDE  
  2005,08,28,065412.62, 24.309, 121.940,   , 23,PDE  
  2005,08,29,235054.80, 24.530, 121.680,4.5, 46,PDE  
  2005,09,02,182518.88, 24.081, 122.567,4.5, 39,PDE  
  2005,09,02,201326.45, 25.078, 123.144,4.4,157,PDE  
  2005,09,06,011602.35, 24.084, 122.191,5.8, 32,PDE  
  2005,09,07,064136.50, 24.442, 122.086,3.6, 10,PDE  
  2005,09,08,181200.77, 23.723, 122.559,   , 10,PDE  
  2005,09,11,072718.64, 24.802, 127.758,4.3, 10,PDE  
  2005,09,17,185906.24, 25.108, 125.539,4.2, 61,PDE  
  2005,09,18,145754.82, 24.077, 122.949,4.7, 13,PDE  
  2005,09,18,183113.94, 23.998, 122.886,4.4,  5,PDE  
  2005,09,23,062355.26, 23.002, 121.797,4.5, 21,PDE  
  2005,09,23,184535.90, 23.059, 121.833,4.2, 10,PDE  
  2005,09,27,133254.17, 23.954, 122.017,   , 35,PDE  
  2005,09,30,151036.38, 24.146, 122.901,   , 10,PDE  
  2005,10,01,075007.70, 24.470, 121.860,4.3, 23,PDE  
  2005,10,01,135139.08, 24.045, 122.548,4.7, 39,PDE  
  2005,10,01,160305.73, 23.789, 122.131,   , 46,PDE  
  2005,10,03,064632   , 25.168, 123.747,4.1,117,PDE  
  2005,10,03,235505.90, 23.860, 121.740,   , 50,PDE  
  2005,10,05,202014.76, 24.766, 122.033,4.5,  9,PDE  
  2005,10,06,015134.03, 24.344, 122.945,4.8, 52,PDE  
  2005,10,09,132420.45, 24.698, 122.570,4.2, 10,PDE  
  2005,10,10,054726.64, 24.141, 122.361,4.4, 35,PDE  
  2005,10,10,073942.55, 23.959, 122.211,3.7, 35,PDE  
  2005,10,13,014920.05, 24.392, 121.924,4.5,  8,PDE  
  2005,10,14,211249.26, 22.891, 122.963,4.5, 23,PDE  
  2005,10,15,142941.16, 24.300, 123.482,4.2, 55,PDE  
  2005,10,15,155108.13, 25.309, 123.351,6.4,192,PDE  
  2005,10,24,001514.74, 24.108, 122.585,4.0, 10,PDE  
  2005,10,25,140846.43, 24.753, 122.836,4.4,129,PDE  
  2005,10,31,230513.72, 24.309, 125.245,4.4, 35,PDE  
  2005,11,08,063721.19, 25.175, 122.640,4.2,205,PDE  
  2005,11,11,060651.84, 23.958, 122.812,4.4, 10,PDE  
  2005,11,15,080150.34, 24.674, 123.324,4.3, 80,PDE  
  2005,11,16,133903.91, 24.062, 122.491,4.7, 43,PDE  
  2005,11,16,185003.25, 24.096, 122.563,4.5, 41,PDE  
  2005,11,20,021610.62, 23.688, 125.768,4.2, 30,PDE  
  2005,11,21,134949.81, 23.499, 123.912,4.3, 35,PDE  
  2005,11,22,121735.36, 24.916, 122.763,4.6,129,PDE  
  2005,11,23,132843.05, 23.440, 122.035,4.0, 10,PDE  
  2005,11,27,171259.71, 24.870, 122.917,4.5,131,PDE  
  2005,11,28,173635.01, 23.952, 125.897,4.7, 35,PDE  
  2005,11,29,032732.71, 24.745, 123.110,4.0, 35,PDE  
  2005,11,29,224149.98, 24.736, 122.027,4.8, 83,PDE  
  2005,12,03,092203.26, 24.508, 122.726,4.1,101,PDE  
  2005,12,06,223423.61, 23.530, 121.793,4.3, 35,PDE  
  2005,12,09,014510.25, 24.836, 122.503,   ,120,PDE  
  2005,12,10,211517.58, 24.001, 121.713,3.5, 42,PDE  
  2005,12,16,143603.34, 25.040, 123.564,4.0, 50,PDE  
  2005,12,16,160203.34, 23.991, 122.551,3.8, 37,PDE  
  2005,12,16,223331.87, 25.091, 123.647,4.4, 47,PDE  
  2005,12,18,094537.62, 24.055, 122.477,4.1, 36,PDE  
  2005,12,21,025814.49, 24.686, 122.229,4.4, 45,PDE  
  2005,12,21,130251.83, 24.031, 122.543,   , 65,PDE  
  2005,12,22,041939.72, 24.973, 122.967,4.3,129,PDE  
  2005,12,27,052519.21, 23.428, 122.200,4.3, 36,PDE  
  2005,12,27,082830.18, 24.387, 122.590,   , 56,PDE  
  2005,12,31,041409.28, 24.380, 122.118,3.4,  6,PDE  
  2006,01,03,105409.90, 24.652, 125.100,4.2, 32,PDE  
  2006,01,07,115241.30, 24.552, 121.940,3.8, 81,PDE  
  2006,01,10,234536.03, 24.642, 127.546,4.1, 35,PDE  
  2006,01,12,022408.28, 24.131, 122.632,   , 10,PDE  
  2006,01,12,043721.31, 24.093, 122.251,3.8, 40,PDE  
  2006,01,12,044759.62, 25.008, 124.698,3.7,175,PDE  
  2006,01,13,165951.34, 23.144, 123.090,3.9, 35,PDE  
  2006,01,15,184137.66, 24.827, 122.405,   ,116,PDE  
  2006,01,22,030530.63, 24.014, 122.662,4.2, 45,PDE  
  2006,01,22,070739.57, 24.062, 122.285,4.9, 36,PDE  
  2006,01,23,040115.85, 23.270, 123.965,3.9, 35,PDE  
  2006,01,23,041858.56, 24.014, 122.335,4.8, 36,PDE  
  2006,01,23,042004.27, 23.800, 122.099,4.5, 35,PDE  
  2006,01,26,151059.35, 25.331, 122.227,4.5,253,PDE  
  2006,01,29,151753.49, 25.014, 126.507,4.0,150,PDE  
  2006,01,29,171550.66, 24.661, 123.984,4.3, 75,PDE  
  2006,02,07,154155.15, 24.732, 121.836,3.9, 98,PDE  
  2006,02,11,093520.17, 24.006, 125.015,3.5, 24,PDE  
  2006,02,13,030447.27, 25.210, 123.753,3.5,148,PDE  
  2006,02,15,040105.37, 23.774, 122.597,3.2,  8,PDE  
  2006,02,15,141001.12, 22.999, 123.225,   , 20,PDE  
  2006,02,16,114841.12, 24.790, 122.254,3.8, 24,PDE  
  2006,02,24,015550.40, 24.720, 122.220,4.8,  8,PDE  
  2006,02,24,170248.42, 23.941, 121.919,   , 21,PDE  
  2006,02,24,213933.70, 24.439, 122.251,   , 10,PDE  
  2006,03,02,113736.81, 24.828, 125.395,4.0, 49,PDE  
  2006,03,06,052308.10, 24.695, 125.893,   , 54,PDE  
  2006,03,10,110718.89, 24.382, 122.937,4.6, 56,PDE  
  2006,03,10,222421.47, 24.393, 122.962,4.1, 48,PDE  
  2006,03,11,043019.05, 24.027, 126.875,4.3, 36,PDE  
  2006,03,11,234922.47, 24.193, 127.323,3.8, 35,PDE  
  2006,03,12,113226.08, 24.260, 127.076,4.0, 36,PDE  
  2006,03,13,055513.04, 24.523, 122.039,4.1, 35,PDE  
  2006,03,13,172700.34, 25.196, 123.853,3.9,119,PDE  
  2006,03,14,194155.36, 24.729, 122.189,4.8, 10,PDE  
  2006,03,16,193717.40, 24.223, 127.000,4.4, 36,PDE  
  2006,03,18,191942.55, 24.990, 123.075,4.4,155,PDE  
  2006,03,21,221451.21, 24.548, 123.557,4.1, 71,PDE  
  2006,03,26,060814.20, 23.987, 123.211,3.8, 31,PDE  
  2006,03,26,090051.99, 24.124, 122.843,3.3, 10,PDE  
  2006,03,26,135308.49, 24.755, 121.906,4.4, 16,PDE  
  2006,03,26,135714.15, 24.754, 121.964,3.0, 10,PDE  
  2006,03,26,205802.75, 24.083, 122.953,4.1, 44,PDE  
  2006,03,28,085609.23, 24.220, 121.759,4.3, 22,PDE  
  2006,03,29,061631.61, 24.305, 125.079,4.2, 49,PDE  
  2006,03,29,072100.73, 24.587, 121.811,3.8, 70,PDE  
  2006,03,29,173057.97, 24.416, 121.992,4.6,  8,PDE  
  2006,04,01,115351.35, 22.844, 121.733,4.2, 10,PDE  
  2006,04,02,050831.71, 23.577, 123.855,4.9, 35,PDE  
  2006,04,02,102332.34, 24.444, 121.886,3.6, 43,PDE  
  2006,04,02,134121.49, 24.432, 121.830,3.9, 18,PDE  
  2006,04,04,193007.23, 24.585, 122.787,4.9,114,PDE  
  2006,04,08,020841.52, 23.231, 121.957,3.8,106,PDE  
  2006,04,08,223736.66, 24.041, 125.639,   , 38,PDE  
  2006,04,14,022006.59, 24.053, 122.417,4.3, 16,PDE  
  2006,04,22,051205.64, 24.323, 122.328,4.4, 10,PDE  
  2006,04,25,015511.75, 24.293, 125.206,3.9, 35,PDE  
  2006,04,25,024932.81, 24.198, 125.228,3.8, 30,PDE  
  2006,04,25,063657.98, 24.707, 122.027,4.0, 75,PDE  
  2006,04,26,214815.16, 24.295, 125.168,4.2, 38,PDE  
  2006,05,07,150515.26, 24.574, 122.181,4.7, 10,PDE  
  2006,05,10,105912.10, 23.773, 121.716,4.2, 43,PDE  
  2006,05,12,154549.94, 24.986, 123.503,4.1,111,PDE  
  2006,05,13,104958.75, 24.892, 122.633,3.7,124,PDE  
  2006,05,14,152920.25, 24.767, 122.043,   , 97,PDE  
  2006,05,15,124443.58, 24.957, 128.240,   , 10,PDE  
  2006,05,15,133350.96, 24.075, 122.699,4.6, 44,PDE  
  2006,05,15,164152.84, 24.076, 122.620,3.7, 31,PDE  
  2006,05,28,212407.44, 23.809, 122.243,4.0, 35,PDE  
  2006,06,03,194037.93, 24.827, 121.899,4.4, 50,PDE  
  2006,06,04,224138.65, 23.654, 123.017,3.7, 35,PDE  
  2006,06,07,000229.34, 24.616, 122.128,4.2, 46,PDE  
  2006,06,08,224253.99, 24.642, 123.143,3.6, 95,PDE  
  2006,06,13,074915.69, 23.972, 126.904,4.4, 45,PDE  
  2006,06,15,005201.92, 25.207, 123.923,4.8,132,PDE  
  2006,06,21,083417.44, 25.123, 123.052,4.7, 39,PDE  
  2006,06,23,074409.01, 24.587, 122.310,3.4, 76,PDE  
  2006,06,26,190531.20, 24.339, 123.462,4.2, 61,PDE  
  2006,06,27,054942.32, 24.205, 122.499,4.5, 35,PDE  
  2006,07,02,184818.08, 23.883, 121.816,3.7, 10,PDE  
  2006,07,05,023011.04, 23.743, 122.217,4.0, 29,PDE  
  2006,07,10,085238.02, 24.243, 123.415,4.4, 35,PDE  
  2006,07,12,063221.44, 24.494, 122.376,3.2, 10,PDE  
  2006,07,17,112943.41, 23.570, 123.780,4.0, 35,PDE  
  2006,07,23,081315.28, 24.049, 122.446,4.4, 36,PDE  
  2006,07,28,074011.84, 24.183, 122.526,5.9, 33,PDE  
  2006,08,07,000910.79, 24.009, 122.682,3.8, 35,PDE  
  2006,08,10,122522.32, 23.191, 121.699,4.4, 50,PDE  
  2006,08,10,212038.89, 24.518, 123.634,3.8, 10,PDE  
  2006,08,13,043155.37, 24.039, 122.338,4.8, 35,PDE  
  2006,08,14,180244.98, 24.222, 121.912,4.2,  4,PDE  
  2006,08,16,054738.76, 24.224, 121.872,4.2, 10,PDE  
  2006,08,19,225514.63, 24.698, 121.844,   , 87,PDE  
  2006,08,20,142346.98, 24.989, 123.327,4.5,120,PDE  
  2006,08,22,051623.02, 24.359, 126.424,3.9, 35,PDE  
  2006,08,25,202900.59, 24.028, 122.615,4.6, 10,PDE  
  2006,08,25,223107.26, 24.884, 122.308,4.4, 35,PDE  
  2006,08,27,171117.47, 24.953, 122.936,5.4,146,PDE  
  2006,08,27,213926.85, 23.420, 125.810,4.3, 35,PDE  
  2006,08,28,175658.91, 23.853, 122.731,4.4, 10,PDE  
  2006,08,29,044901.81, 23.934, 122.781,4.5, 35,PDE  
  2006,08,29,225755.75, 25.160, 123.542,3.9, 35,PDE  
  2006,09,02,120618.07, 24.749, 122.607,4.3, 10,PDE  
  2006,09,02,121148.63, 24.845, 122.619,4.4, 10,PDE  
  2006,09,02,141536.38, 24.823, 122.599,4.0, 10,PDE  
  2006,09,02,141739.54, 24.896, 122.602,4.4, 10,PDE  
  2006,09,02,141920.70, 24.816, 122.410,4.4, 44,PDE  
  2006,09,02,195921.91, 24.816, 122.572,4.2, 10,PDE  
  2006,09,06,222438.80, 24.220, 121.750,4.2, 24,PDE  
  2006,09,08,052022.68, 25.287, 128.313,4.1, 35,PDE  
  2006,09,09,102302.46, 24.795, 123.084,4.5, 97,PDE  
  2006,09,14,204734.13, 24.901, 122.019,4.0,112,PDE  
  2006,09,14,222132.52, 24.321, 125.231,3.4, 49,PDE  
  2006,09,18,053225.14, 24.493, 122.274,3.6, 35,PDE  
  2006,09,23,021454.60, 24.682, 125.359,4.1, 34,PDE  
  2006,09,26,154912.51, 24.810, 125.366,4.2, 25,PDE  
  2006,09,28,075430.28, 24.139, 122.688,4.2, 41,PDE  
  2006,09,30,064928.74, 24.524, 122.391,4.4, 99,PDE  
  2006,09,30,124717.86, 24.905, 127.837,4.2, 10,PDE  
  2006,10,01,063618.50, 23.936, 121.749,4.4, 36,PDE  
  2006,10,04,153826.06, 24.801, 122.556,   , 10,PDE  
  2006,10,10,224757.87, 24.972, 124.441,4.3, 37,PDE  
  2006,10,12,144629.92, 24.148, 122.627,5.7, 35,PDE  
  2006,10,14,102452.56, 24.924, 123.616,4.1, 93,PDE  
  2006,10,17,110447.03, 23.677, 124.335,4.3, 36,PDE  
  2006,10,21,164112.35, 24.899, 122.932,4.1,123,PDE  
  2006,10,23,180829.88, 23.998, 122.510,4.2, 11,PDE  
  2006,10,24,003802.97, 23.840, 122.268,4.1, 35,PDE  
  2006,10,25,181444.30, 24.409, 126.689,3.8, 50,PDE  
  2006,10,26,135937.12, 24.784, 125.273,4.3, 59,PDE  
  2006,11,03,050952.98, 24.760, 125.139,4.2, 10,PDE  
  2006,11,06,143407.71, 24.336, 121.928,   , 35,PDE  
  2006,11,06,153154.35, 24.066, 121.975,4.0, 32,PDE  
  2006,11,06,171551.19, 24.321, 121.900,4.1, 36,PDE  
  2006,11,08,232919.79, 24.837, 122.669,4.0, 37,PDE  
  2006,11,11,051220.99, 24.278, 122.139,3.9, 11,PDE  
  2006,11,13,222927.40, 23.400, 122.220,4.5, 35,PDE  
  2006,11,16,015019   , 23.100, 122.090,4.4, 35,PDE  
  2006,11,23,052002.64, 25.295, 124.463,4.7,111,PDE  
  2006,11,26,194608.88, 23.956, 121.832,4.1, 45,PDE  
  2006,11,27,070842.17, 25.012, 123.630,4.6, 39,PDE  
  2006,12,01,062312.32, 23.499, 122.023,3.4, 17,PDE  
  2006,12,01,075035.32, 24.180, 122.292,4.3, 39,PDE  
  2006,12,02,222049.06, 24.320, 125.215,4.9, 35,PDE  
  2006,12,05,104346.50, 25.261, 122.227,3.5,181,PDE  
  2006,12,05,223601.20, 24.260, 121.700,4.4, 19,PDE  
  2006,12,06,013609.60, 23.850, 121.760,4.2, 20,PDE  
  2006,12,14,111037.85, 24.824, 122.024,4.7, 14,PDE  
  2006,12,15,083616.31, 24.998, 125.659,4.1, 66,PDE  
  2006,12,17,134212.04, 23.936, 121.761,4.5, 18,PDE  
  2006,12,18,153957.17, 24.343, 125.465,4.2, 56,PDE  
  2006,12,19,204434.12, 24.796, 122.448,4.5, 13,PDE  
  2006,12,23,172830.14, 24.768, 122.261,5.1, 28,PDE  
  2006,12,23,190636.47, 25.009, 122.453,4.9, 10,PDE  
  2006,12,31,180249.87, 24.034, 121.736,3.2, 24,PDE  
  2006,12,31,223726.08, 24.831, 122.576,4.6,102,PDE  
  2007,01,08,013308.05, 24.915, 128.210,   , 35,PDE  
  2007,01,10,165327.52, 23.940, 121.740,3.3, 10,PDE  
  2007,01,14,055502.69, 24.081, 121.761,4.2,  3,PDE  
  2007,01,14,163513.70, 23.365, 122.604,4.4, 10,PDE  
  2007,01,15,175027.87, 23.947, 123.457,4.1, 35,PDE  
  2007,01,16,031037.11, 24.005, 122.488,5.2, 35,PDE  
  2007,01,16,085446.68, 24.036, 122.566,3.3, 24,PDE  
  2007,01,16,171733.87, 24.041, 122.544,3.8, 35,PDE  
  2007,01,16,172150.51, 24.382, 127.031,4.3,  7,PDE  
  2007,01,17,040023.86, 23.881, 121.884,4.7, 36,PDE  
  2007,01,19,111507.65, 23.915, 121.705,   , 19,PDE  
  2007,01,24,172158.28, 24.058, 122.583,4.3, 38,PDE  
  2007,01,26,045259.40, 23.933, 122.404,3.8, 35,PDE  
  2007,01,26,095350.40, 24.111, 122.655,3.5, 10,PDE  
  2007,01,28,220837.34, 23.838, 122.628,4.3, 21,PDE  
  2007,01,30,060212.79, 24.245, 125.221,4.3, 36,PDE  
  2007,01,30,140659.50, 24.904, 122.696,   , 10,PDE  
  2007,02,02,025832.88, 23.903, 125.990,4.3, 15,PDE  
  2007,02,05,091746.26, 24.115, 122.206,3.5, 51,PDE  
  2007,02,07,151829.64, 23.964, 123.829,4.3, 40,PDE  
  2007,02,07,221903.79, 24.964, 124.044,4.3, 98,PDE  
  2007,02,11,064051.30, 24.740, 122.254,3.8, 10,PDE  
  2007,02,12,024217.52, 25.229, 124.351,4.9, 35,PDE  
  2007,02,12,054021.34, 24.268, 122.199,   , 10,PDE  
  2007,02,13,113654.67, 24.022, 122.550,4.4, 28,PDE  
  2007,02,14,200544.29, 24.108, 122.481,4.5,  6,PDE  
  2007,02,14,224251.66, 24.153, 122.296,3.9, 35,PDE  
  2007,02,14,235041.23, 24.017, 121.678,3.5, 13,PDE  
  2007,02,16,192632.74, 25.255, 125.620,4.1, 78,PDE  
  2007,02,18,154609.02, 24.373, 122.060,3.7, 24,PDE  
  2007,02,20,190752.41, 25.121, 123.663,4.3, 10,PDE  
  2007,02,22,210016.40, 24.140, 121.790,4.4,  5,PDE  
  2007,02,22,212918.18, 24.025, 121.752,4.2, 15,PDE  
  2007,02,27,195709.74, 24.117, 121.912,4.4, 28,PDE  
  2007,02,27,214708.99, 24.862, 121.836,3.9,142,PDE  
  2007,03,04,034527.64, 24.675, 121.764,3.7, 93,PDE  
  2007,03,04,152030.76, 24.064, 122.841,3.2, 10,PDE  
  2007,03,05,143440.30, 24.165, 121.860,4.2, 10,PDE  
  2007,03,05,161344.24, 24.234, 121.875,4.3, 10,PDE  
  2007,03,05,164338.89, 24.180, 121.851,3.9,  7,PDE  
  2007,03,05,235548.95, 24.160, 123.593,4.4, 54,PDE  
  2007,03,06,163056.85, 24.018, 123.529,4.3, 18,PDE  
  2007,03,07,225719.88, 24.061, 122.375,5.1, 42,PDE  
  2007,03,08,065709.23, 24.049, 122.691,3.4, 39,PDE  
  2007,03,08,153735.97, 24.513, 121.961,4.3, 68,PDE  
  2007,03,10,002204.88, 24.043, 122.701,3.7, 35,PDE  
  2007,03,12,133551.05, 24.145, 121.848,4.4, 10,PDE  
  2007,03,16,114038.95, 22.833, 121.810,3.8, 10,PDE  
  2007,03,17,232120.92, 24.792, 122.441,   , 35,PDE  
  2007,03,19,020232.01, 25.204, 126.861,3.8, 35,PDE  
  2007,03,22,094322.01, 24.019, 122.534,4.2, 25,PDE  
  2007,03,30,132144.76, 24.160, 121.925,4.4,  7,PDE  
  2007,03,31,024506.51, 24.818, 121.920,   , 94,PDE  
  2007,04,02,001813.16, 24.541, 127.734,4.3, 10,PDE  
  2007,04,02,200549.66, 23.880, 122.543,4.4, 10,PDE  
  2007,04,03,065753.08, 24.118, 122.370,4.5, 26,PDE  
  2007,04,04,131751.59, 24.498, 122.168,3.5, 63,PDE  
  2007,04,05,095834.38, 24.566, 127.717,3.9, 37,PDE  
  2007,04,10,220445.38, 24.971, 122.113,3.7,112,PDE  
  2007,04,12,192538.54, 24.001, 125.573,3.6, 10,PDE  
  2007,04,12,203156.01, 24.023, 125.616,4.6,  5,PDE  
  2007,04,16,013150.51, 24.121, 122.473,3.7, 35,PDE  
  2007,04,16,091908.83, 24.055, 121.701,   ,  8,PDE  
  2007,04,17,115602.37, 25.032, 122.895,4.4, 10,PDE  
  2007,04,20,015542.27, 24.535, 125.326,4.6, 10,PDE  
  2007,04,23,215605.43, 25.328, 127.231,4.6, 80,PDE  
  2007,04,24,015351.12, 25.134, 123.635,4.4, 10,PDE  
  2007,04,25,171152.55, 23.239, 121.964,4.3, 25,PDE  
  2007,04,28,103951.32, 24.726, 121.928,4.3, 17,PDE  
  2007,04,29,213219.20, 23.897, 123.494,4.2, 37,PDE  
  2007,05,02,203146.13, 24.041, 125.314,4.3, 22,PDE  
  2007,05,03,003004.51, 24.012, 122.820,3.4, 35,PDE  
  2007,05,06,034527.85, 23.940, 123.416,4.6, 22,PDE  
  2007,05,08,201212.06, 23.964, 123.414,4.0, 36,PDE  
  2007,05,09,104616.04, 24.622, 123.184,4.0, 71,PDE  
  2007,05,14,050031.66, 24.207, 125.893,4.4, 35,PDE  
  2007,05,19,032006.90, 24.925, 125.337,4.3, 49,PDE  
  2007,05,25,140924.71, 24.772, 121.932,3.0, 10,PDE  
  2007,05,26,124711.68, 23.388, 123.714,4.2, 18,PDE  
  2007,05,27,010002.36, 24.063, 122.675,3.9, 35,PDE  
  2007,05,28,080934.70, 23.963, 123.583,4.1, 32,PDE  
  2007,05,28,082310.02, 23.972, 123.581,4.0, 31,PDE  
  2007,05,28,105401.35, 24.077, 123.634,4.0, 45,PDE  
  2007,06,01,213934.74, 24.810, 123.086,4.3, 35,PDE  
  2007,06,01,224221.90, 24.615, 123.017,3.4, 35,PDE  
  2007,06,06,163736.33, 24.961, 123.651,3.4,142,PDE  
